Scientific_name (FAO),English_name (FAO),ISSCAAP name,taxgroup
Hymenopenaeus spp,Hymenopenaeus shrimps nei,"Shrimps, prawns",shrimps
Solenocera agassizii,Kolibri shrimp,"Shrimps, prawns",shrimps
Solenocera africana,African mud shrimp,"Shrimps, prawns",shrimps
Solenocera choprai,Ridgeback shrimp,"Shrimps, prawns",shrimps
Solenocera crassicornis,Coastal mud shrimp,"Shrimps, prawns",shrimps
Solenocera florea,Flower shrimp,"Shrimps, prawns",shrimps
Solenocera geijskesi,Guiana mud shrimp,"Shrimps, prawns",shrimps
Solenocera hextii,Deep-sea mud shrimp,"Shrimps, prawns",shrimps
Solenocera koelbeli,Chinese mud shrimp,"Shrimps, prawns",shrimps
Solenocera membranacea,Atlantic mud shrimp,"Shrimps, prawns",shrimps
Solenocera pectinata,Comb shrimp,"Shrimps, prawns",shrimps
Solenocera mutator,Blossom shrimp,"Shrimps, prawns",shrimps
Solenocera melantho,Razor mud shrimp,"Shrimps, prawns",shrimps
Solenocera alfonso,Deep-water mud shrimp,"Shrimps, prawns",shrimps
Solenocera alticarinata,High ridge mud shrimp,"Shrimps, prawns",shrimps
Solenocera australiana,Australia mus shrimp,"Shrimps, prawns",shrimps
Solenocera halli,Malayan mud shrimp,"Shrimps, prawns",shrimps
Solenocera pectinulata,False comb shrimp,"Shrimps, prawns",shrimps
Solenocera acuminata,,"Shrimps, prawns",shrimps
Solenocera algoensis,Algoa shrimp,"Shrimps, prawns",shrimps
Solenocera spp,Solenocera shrimps nei,"Shrimps, prawns",shrimps
Haliporoides triarthrus,Knife shrimp,"Shrimps, prawns",shrimps
Haliporoides sibogae,Jack-knife shrimp,"Shrimps, prawns",shrimps
Haliporoides diomedeae,Chilean knife shrimp,"Shrimps, prawns",shrimps
Haliporoides spp,Knife shrimps nei,"Shrimps, prawns",shrimps
Solenoceridae,Solenocerid shrimps nei,"Shrimps, prawns",shrimps
Nematocarcinus agassizii,Spider shrimp,"Shrimps, prawns",shrimps
Nematocarcinus africanus,African spider shrimp,"Shrimps, prawns",shrimps
Nematocarcinus spp,Spider prawns nei,"Shrimps, prawns",shrimps
Lipkius holthuisi,Wellington shrimp,"Shrimps, prawns",shrimps
Nematocarcinidae,,"Shrimps, prawns",shrimps
Glyphus marsupialis,Kangaroo shrimp,"Shrimps, prawns",shrimps
Leptochela gracilis,Lesser glass shrimp,"Shrimps, prawns",shrimps
Pasiphaea japonica,Japanese glass shrimp,"Shrimps, prawns",shrimps
Pasiphaea multidentata,Pink glass shrimp,"Shrimps, prawns",shrimps
Pasiphaea sivado,White glass shrimp,"Shrimps, prawns",shrimps
Pasiphaea tarda,Crimson pasiphaeid,"Shrimps, prawns",shrimps
Rhynchocinetes typus,Rabbitnose shrimp,"Shrimps, prawns",shrimps
Rhynchocinetes durbanensis,Striped hinge beak shrimp,"Shrimps, prawns",shrimps
Campylonotus rathbunae,Sabre prawn,"Shrimps, prawns",shrimps
Alpheus bisincisus,Flathead snapping shrimp,"Shrimps, prawns",shrimps
Alpheus brevicristatus,Teppo snapping shrimp,"Shrimps, prawns",shrimps
Alpheus digitalis,Forceps snapping shrimp,"Shrimps, prawns",shrimps
Alpheus euphrosyne,Nymph snapping shrimp,"Shrimps, prawns",shrimps
Alpheus glaber,Red snapping shrimp,"Shrimps, prawns",shrimps
Alpheus gracilipes,Daisy snapping shrimp,"Shrimps, prawns",shrimps
Alpheus heterochaelis,Bigclaw snapping shrimp,"Shrimps, prawns",shrimps
Alpheus hoplocheles,Armed snapping shrimp,"Shrimps, prawns",shrimps
Alpheus japonicus,Japanese snapping shrimp,"Shrimps, prawns",shrimps
Alpheus spongiarum,Bristle snapping shrimp,"Shrimps, prawns",shrimps
Alpheus stephensoni,Queensland snapping shrimp,"Shrimps, prawns",shrimps
Alpheus sublucanus,Coral snapping shrimp,"Shrimps, prawns",shrimps
Ogyrides orientalis,Telescope shrimp,"Shrimps, prawns",shrimps
Eualus leptognathus,Yamato shrimp,"Shrimps, prawns",shrimps
Eualus macilentus,Greenland shrimp,"Shrimps, prawns",shrimps
Eualus sinensis,Iso shrimp,"Shrimps, prawns",shrimps
Exhippolysmata ensirostris,Hunter shrimp,"Shrimps, prawns",shrimps
Exhippolysmata hastatoides,Companion shrimp,"Shrimps, prawns",shrimps
Exhippolysmata oplophoroides,Cock shrimp,"Shrimps, prawns",shrimps
Heptacarpus brevirostris,Shortspine shrimp,"Shrimps, prawns",shrimps
Heptacarpus futilirostris,Toy shrimp,"Shrimps, prawns",shrimps
Heptacarpus geniculatus,Flexed shrimp,"Shrimps, prawns",shrimps
Heptacarpus pandaloides,Tsuno shrimp,"Shrimps, prawns",shrimps
Latreutes acicularis,Hoso shrimp,"Shrimps, prawns",shrimps
Latreutes anoplonyx,Medusa shrimp,"Shrimps, prawns",shrimps
Latreutes laminirostris,Platenose shrimp,"Shrimps, prawns",shrimps
Latreutes planirostris,Flatnose shrimp,"Shrimps, prawns",shrimps
Lysmata californica,Lined shrimp,"Shrimps, prawns",shrimps
Lysmata seticaudata,Monaco shrimp,"Shrimps, prawns",shrimps
Lysmata vittata,Indian lined shrimp,"Shrimps, prawns",shrimps
Lysmata amboinensis,Common cleaner shrimp,"Shrimps, prawns",shrimps
Lysmata debelius,Cardinal shrimp,"Shrimps, prawns",shrimps
Spirontocaris lilljeborgii,Friendly spine shrimp,"Shrimps, prawns",shrimps
Spirontocaris spinus,Parrot shrimp,"Shrimps, prawns",shrimps
Saron neglectus,Spotted marbled shrimp,"Shrimps, prawns",shrimps
Processa canaliculata,Processa shrimp,"Shrimps, prawns",shrimps
Processa edulis,Nika shrimp,"Shrimps, prawns",shrimps
Processa peruviana,Peruvian one-handed shrimp,"Shrimps, prawns",shrimps
Processa spp,Processa shrimps nei,"Shrimps, prawns",shrimps
Natantia,Natantian decapods nei,"Shrimps, prawns",shrimps
Nematoscelis gracilis,,"Krill, planktonic crustaceans",other invertebrates
Nematoscelis megalops,,"Krill, planktonic crustaceans",other invertebrates
Nyctiphanes simplex,,"Krill, planktonic crustaceans",other invertebrates
Nyctiphanes capensis,,"Krill, planktonic crustaceans",other invertebrates
Nyctiphanes australis,,"Krill, planktonic crustaceans",other invertebrates
Euphausia superba,Antarctic krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia crystallorophias,Ice krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia frigida,Pygmy krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia triacantha,Spiny krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia vallentini,Northern krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia nana,,"Krill, planktonic crustaceans",other invertebrates
Euphausia pacifica,Isada krill,"Krill, planktonic crustaceans",other invertebrates
Euphausia lucens,,"Krill, planktonic crustaceans",other invertebrates
Euphausia eximia,,"Krill, planktonic crustaceans",other invertebrates
Euphausia distinguenda,,"Krill, planktonic crustaceans",other invertebrates
Euphausia tenera,,"Krill, planktonic crustaceans",other invertebrates
Euphausia diomedeae,,"Krill, planktonic crustaceans",other invertebrates
Euphausia similis,,"Krill, planktonic crustaceans",other invertebrates
Euphausia lamelligera,,"Krill, planktonic crustaceans",other invertebrates
Euphausia americana,,"Krill, planktonic crustaceans",other invertebrates
Euphausia gibboides,,"Krill, planktonic crustaceans",other invertebrates
Euphausia hanseni,,"Krill, planktonic crustaceans",other invertebrates
Euphausia spp,Antarctic krill nei,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa macrura,Bigeye krill,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa raschii,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa inermis,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa vicina,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa spinifera,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa longipes,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa gregaria,,"Krill, planktonic crustaceans",other invertebrates
Thysanoessa longicaudata,,"Krill, planktonic crustaceans",other invertebrates
Meganyctiphanes norvegica,Norwegian krill,"Krill, planktonic crustaceans",other invertebrates
Artemia salina,Brine shrimp,Miscellaneous marine crustaceans,other invertebrates
Artemia franciscana,,Miscellaneous marine crustaceans,other invertebrates
Artemia persimilis,,Miscellaneous marine crustaceans,other invertebrates
Artemia urmiana,,Miscellaneous marine crustaceans,other invertebrates
Artemia sinica,,Miscellaneous marine crustaceans,other invertebrates
Artemia tunisiana,,Miscellaneous marine crustaceans,other invertebrates
Artemia spp,Brine shrimps nei,Miscellaneous marine crustaceans,other invertebrates
Artemiidae,,Miscellaneous marine crustaceans,other invertebrates
Calanus finmarchicus,,Miscellaneous marine crustaceans,other invertebrates
Copepoda,Copepods,Miscellaneous marine crustaceans,other invertebrates
Smilium zancleanum,Acorn barnacle,Miscellaneous marine crustaceans,other invertebrates
Scalpellidae,Scalpellidae barnacles nei,Miscellaneous marine crustaceans,other invertebrates
Lepas anatifera,Goose barnacle,Miscellaneous marine crustaceans,other invertebrates
Lepas pectinata,,Miscellaneous marine crustaceans,other invertebrates
Lepas spp,Goose barnacles nei,Miscellaneous marine crustaceans,other invertebrates
Lepadidae,Lepadidae barnacles nei,Miscellaneous marine crustaceans,other invertebrates
Austromegabalanus psittacus,Giant barnacle,Miscellaneous marine crustaceans,other invertebrates
Megabalanus tintinnabulum,,Miscellaneous marine crustaceans,other invertebrates
Bathylasmatidae,,Miscellaneous marine crustaceans,other invertebrates
Pollicipes pollicipes,Barnacle,Miscellaneous marine crustaceans,other invertebrates
Pollicipes elegans,Pacific goose barnacle,Miscellaneous marine crustaceans,other invertebrates
Pollicipes polymerus,Leaf barnacle,Miscellaneous marine crustaceans,other invertebrates
Tanaidacea,Tanaidaceans,Miscellaneous marine crustaceans,other invertebrates
Aega monophthalma,Fish biter,Miscellaneous marine crustaceans,other invertebrates
Acutiserolis spp,Spiny serolid isopod,Miscellaneous marine crustaceans,other invertebrates
Serolis gracilis,,Miscellaneous marine crustaceans,other invertebrates
Antarcturus oryx,,Miscellaneous marine crustaceans,other invertebrates
Arcturides cornutus,,Miscellaneous marine crustaceans,other invertebrates
Euneognathia gigas,,Miscellaneous marine crustaceans,other invertebrates
Isopoda,"Isopods, pillbugs, sowbugs",Miscellaneous marine crustaceans,other invertebrates
Eurythenes gryllus,,Miscellaneous marine crustaceans,other invertebrates
Themisto gaudichaudii,,Miscellaneous marine crustaceans,other invertebrates
Onisimus litoralis,,Miscellaneous marine crustaceans,other invertebrates
Gammarus setosus,,Miscellaneous marine crustaceans,other invertebrates
Gammarus wilkitzkii,,Miscellaneous marine crustaceans,other invertebrates
Amphipoda,Amphipods,Miscellaneous marine crustaceans,other invertebrates
Squilla empusa,Rough mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla mantis,Spottail mantis squillid,Miscellaneous marine crustaceans,other invertebrates
Squilla aculeata,Kicking mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla biformis,Sorcerer mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla mantoidea,Catalina mantis,Miscellaneous marine crustaceans,other invertebrates
Squilla bigelowi,Bigelow mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla panamensis,Panama mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla parva,Small mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Squilla cadenati,Angolan mantis srimp,Miscellaneous marine crustaceans,other invertebrates
Oratosquilla oratoria,Japanese squillid mantis shrim,Miscellaneous marine crustaceans,other invertebrates
Cloridopsis scorpio,Spotted squillid mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Cloridopsis dubia,Mud mantis,Miscellaneous marine crustaceans,other invertebrates
Erugosquilla woodmasoni,Smooth squillid mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Erugosquilla massavensis,Red sea mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Miyakea nepa,Smalleyed squillid mantis shri,Miscellaneous marine crustaceans,other invertebrates
Oratosquillina gravieri,Vietnamese squillid mantis shr,Miscellaneous marine crustaceans,other invertebrates
Oratosquillina quinquedentata,Fivespined squillid mantis shr,Miscellaneous marine crustaceans,other invertebrates
Oratosquillina perpensa,Common squillid mantis shrimp,Miscellaneous marine crustaceans,other invertebrates
Oratosquillina solicitans,Variable squillid mantis shrim,Miscellaneous marine crustaceans,other invertebrates
Squillidae,Squillids nei,Miscellaneous marine crustaceans,other invertebrates
Odontodactylus scyllarus,Reef odontoactylid mantis shri,Miscellaneous marine crustaceans,other invertebrates
Raoulius cultrifer,Pastel odontodactylid mantis s,Miscellaneous marine crustaceans,other invertebrates
Lysiosquilla desaussurei,Queen lizard mantis,Miscellaneous marine crustaceans,other invertebrates
